_cid,buques,co2_t,ets_eur,fueleu_eur,ahorro_t,factura_eur,nombre,cuota_pct,cuota_acumulada_pct
1648580,7,27216.456570000002,1323677.0782214976,251707.6267054611,2779.064219914633,1575384.7049269588,RAFFLES SHIPMANAGEMENT SERVICES PTE LTD,0.01806390268667895,85.52835531200816
6406769,12,27943.13482,1321236.894735767,253437.7782733117,802.6689769288785,1574674.6730090787,MTM SHIP MANAGEMENT (INDIA) PRIVATE LIMITED,0.01805576121658031,85.54641107322475
6194797,1,26220.2549,1328187.64540524,242535.61715507283,2239.6168894497514,1570723.2625603126,EVANTONE SHIPPING CO,0.018010452985772682,85.56442152621052
1872252,1,16127.5142,1349404.6916985342,220504.83887881003,4679.42123780528,1569909.5305773441,Two star Shipping Co Ltd,0.018001122455072835,85.5824226486656
6421451,1,16294.0579,1349141.854375345,218103.75185549253,2198.9804759093786,1567245.6062308375,Fourth NautiCore Shipping GmbH & Co. KG,0.017970576982586355,85.60039322564819
1429348,5,28449.960219999997,1321553.1249388286,244993.89629270232,1112.3285979831699,1566547.021231531,Magna Marine Inc,0.017962566766791838,85.61835579241499
0209082,3,24756.68338,1311510.0906601332,254084.78481427673,478.7585670391665,1565594.87547441,"FUYO KAIUN CO., LTD.",0.017951649136167154,85.63630744155115
6357044,6,28307.97447,1307641.746821869,245683.10179041972,483.19862270906515,1553324.8486122887,TAI RONG SHIPPING LIMITED,0.017810956789398074,85.65411839834056
4210541,1,27511.81111,1314172.7522661365,238930.32101767402,0.0,1553103.0732838104,Front Altair Inc,0.017808413837229364,85.67192681217779
0517979,1,26956.2958,1329565.3013214972,221709.01567590688,1438.0081090272322,1551274.316997404,Dorian (Hellas) S.A.,0.017787444688873423,85.68971425686667
5385234,1,17623.18323,1369125.8861140797,179538.0224827403,3924.4060145808357,1548663.90859682,Target B.V.,0.017757512848623123,85.70747176971528
5772007,5,27736.072079999998,1278964.0206284905,267332.039434009,505.03397031169584,1546296.0600624995,ALPHA BULKERS SHIPMANAGEMENT,0.01773036228319806,85.72520213199849
5706447,1,15306.24952,1300330.5413292523,241675.6590621271,0.0,1542006.2003913794,m.s. Empire Bewaarder B.V.,0.0176811732772389,85.74288330527573
5360964,4,24721.92751,1288364.5146824548,250651.63475027826,1191.004386932737,1539016.149432733,Grace Management S.A.,0.017646888324886454,85.76053019360062
6297399,7,28223.15697,1292148.9866141127,245658.92946759862,160.59419079546242,1537807.9160817114,"MISUGA SHIP MANAGEMENT CO., LTD.",0.017633034305860246,85.77816322790648
6393696,6,26715.80074,1281766.1311940562,254024.78940135508,1449.9663315001774,1535790.9205954112,Wallenius Wilhelmsen Shipowning Norway AS,0.017609906742116575,85.7957731346486
1887626,9,26594.84199,1280726.9524433457,252283.5655737478,501.6926734432814,1533010.5180170934,"NEW CENTURY OVERSEAS MANAGEMENT, INC.",0.017578025690175775,85.81335116033877
5593542,2,16215.268820000001,1344371.7562867887,186127.90833997133,1170.9216892459153,1530499.66462676,CSL Europe Limited,0.017549235381902718,85.83090039572068
1409889,4,27735.70934,1276643.3133643982,253787.1136988122,2004.1989904764869,1530430.4270632104,"B&S ENTERPRISE CO., LTD.",0.017548441480193307,85.84844883720086
6004971,4,24494.68625,1290168.1421189513,239235.16899755638,666.6177109087475,1529403.3111165077,TAS Transatlantische Schifffahrts GmbH & Co. KG,0.017536664215598095,85.86598550141646
6160061,6,25927.64527,1276938.465575089,250759.02582859393,296.3671657487827,1527697.4914036829,Wah Kwong Ship Management (Shenzhen) Ltd,0.017517104700263766,85.88350260611672
1425345,3,27917.9998,1279683.7477119877,238867.29124606325,1321.615909194732,1518551.038958051,Estoril Navigation Ltd,0.017412228331723748,85.90091483444844
5404929,11,27844.91968,1268885.5629872587,249305.53114510886,1628.4485736306308,1518191.0941323675,"Yangtze Navigation (Hongkong) Co., Limited",0.017408101080593666,85.91832293552903
6383289,1,15155.98706,1269656.9600789775,246882.7667089868,0.0,1516539.7267879643,"MS ""Elbinsel"" GmbH & Co. KG",0.01738916593483786,85.93571210146388
6191378,1,15114.827,1282166.8509209284,232908.48281714067,0.0,1515075.333738069,HS Schiffahrts UG (haftungsbeschrankt) & Co KG ms 'Simke Schepers',0.017372374700629717,85.9530844761645
6028124,2,18570.85848,1281629.5893680188,229945.56378486875,0.0,1511575.1531528875,Briese Dry Cargo GmbH & Co KG,0.017332240426583014,85.97041671659109
5201770,1,15092.59847,1282179.9822952414,228801.14280122,0.0,1510981.1250964615,Liverina Shipping Company Limited,0.017325429096645077,85.98774214568773
4106610,4,18659.09575,1279001.9790250533,230753.69656277448,0.0,1509755.6755878278,Ranmarine Denizcilik Tic.Ltd.Sti.,0.01731137767123631,86.00505352335897
6443566,1,16481.52032,1253472.9613370036,256135.67488789736,159.66581168052397,1509608.636224901,ED JL 0295 GmbH & Co. KG,0.01730969166734487,86.02236321502632
6477523,2,24123.03771,1258647.8331679732,247523.41423775692,1243.805923029365,1506171.2474057302,ONN DENIZCILIK VE DANISMANLIK LIMITED SIRKETI,0.01727027738527676,86.0396334924116
6036685,1,17884.11129,1247503.835480506,253584.1248965293,1411.6505977458069,1501087.9603770354,CARRAN SHIPPING CO.,0.0172119906684338,86.05684548308002
5795503,2,21368.89261,1316390.3081121615,182599.05736340157,0.0,1498989.365475563,MAMBA POINT SHIP MANAGEMENT PTE. LTD.,0.017187927457739678,86.07403341053777
4157668,10,24961.00701,1252924.2377602712,245991.13604468218,16.919112881507523,1498915.3738049534,Arkas Konteyner Tasimacilik A.S.,0.017187079043804124,86.09122048958157
6223082,1,14795.95938,1246172.1202596433,251150.19536844202,64.07017314624413,1497322.3156280853,"HS Schiffahrts UG (haftungsbeschrankt) & Co. KG MS ""Nike Schepers""",0.01716881249101155,86.10838930207258
5706380,1,14863.6914,1229881.7690244638,266255.7697193943,347.99287079701264,1496137.5387438582,m.s. Energizer Bewaarder B.V.,0.01715522743189858,86.12554452950448
5647962,3,28806.46643,1243485.5194030248,249879.71752427056,1002.8148580631773,1493365.2369272953,Gestmar Tehnika doo,0.017123439266077317,86.14266796877055
1931386,1,21480.90532,1318631.6477425727,172916.48793061308,6479.653166179775,1491548.1356731858,Mighty Servant 1 BV,0.017102603758329008,86.15977057252888
6492781,3,25965.45532,1239492.2767150418,251847.04790203943,1414.939282200029,1491339.3246170813,Delia Bulkers LLC,0.01710020945896481,86.17687078198784
6235006,1,27661.87968,1224927.0611607211,265777.90871007997,0.0,1490704.969870801,Thalassa Niki GmbH & Co. KG,0.017092935729335592,86.19396371771718
6183293,6,28074.81618,1293499.093574802,195350.20666130455,6199.254124317575,1488849.3002361064,SAMSUN SHIPPING LTD.,0.01707165798327464,86.21103537570046
5415441,1,18598.84454,1285523.3659521462,202926.55446558303,0.0,1488449.9204177293,"NAVITOSA Schiffsbetriebsgesellschaft mbH & Co. MS ""MONTPELLIER"" KG",0.017067078556959513,86.22810245425742
6183903,5,16959.80412,1308810.229298782,171629.89724814484,3464.8734422728003,1480440.1265469268,OSM Offshore Bergen AS,0.01697523550645253,86.24507768976387
5623471,8,27568.75881,1241471.7746857621,237875.78882387246,572.2918168004427,1479347.5635096347,Aims Shipping Corp,0.01696270780301414,86.26204039756689
5987547,3,26978.107490000002,1239658.8787434914,237948.88082911793,0.0,1477607.7595726093,MARLA DRY BULK SHIPMANAGEMENT,0.016942758612880426,86.27898315617978
5245751,2,27089.034460000003,1226633.4423472197,249782.85078993056,0.0,1476416.2931371504,DFDS Iberia S.L.U.,0.016929096849072983,86.29591225302885
6485917,5,15769.92928,1302412.416785065,170789.44342815998,2511.5802027967266,1473201.860213225,Edda Wind Management AS,0.016892239055958037,86.31280449208481
6209910,1,18152.22957,1266436.2868509963,205445.6322668681,0.0,1471881.9191178645,SP Cruises Vessel (PP) Limited (Bermuda),0.016877104157527086,86.32968159624234
0133101,4,19843.20678,1300973.9302466754,170600.38695980946,216.27641120533946,1471574.3172064847,Acechem Tanker BV,0.01687357708824933,86.34655517333059
5248503,2,15871.60139,1290730.0692810863,179443.1743945455,918.942400801594,1470173.243675632,Synergas srl,0.016857511897417493,86.363412685228
5233174,1,17002.13271,1262753.7956682069,203971.51211756558,0.0,1466725.3077857725,"MS ""Kaethe"" Jens und Waller GmbH & Co. KG",0.016817976679010496,86.380230661907
6183262,1,19798.76128,1194921.4053066752,259081.62149107087,1597.4586543749233,1454003.026797746,BERG SHIPPING CO.,0.01667209863093655,86.39690276053794
6368857,1,19260.04888,1246363.5730975259,204852.4453050919,4148.121585250559,1451216.018402618,YELLOW TRADER SHIPPING COMPANY LTD,0.01664014183442894,86.41354290237237
0235574,4,25108.60051,1212299.8230499707,236709.89048311635,1368.1191983763758,1449009.713533087,"KITAURA KAIUN CO., LTD.",0.01661484358420745,86.43015774595658
5615220,10,26079.25255,1215516.1406749175,233208.68277220213,494.51440873008056,1448724.8234471197,Mercantile shipping lines ltd,0.01661157693652881,86.4467693228931
6446217,1,17782.34617,1226997.7566407328,221579.80019824914,210.0751748827343,1448577.5568389818,ED JL 0296 GmbH & Co. KG,0.016609888326965645,86.46337921122007
6506967,10,26391.48646,1204911.310063591,241153.52740355817,725.3538326858328,1446064.8374671491,Genco-Synergy Bulk Carriers Pvt Ltd,0.016581076622707146,86.47996028784279
5020832,6,27769.18666,1209693.962687283,230819.52224710697,1704.7449870126802,1440513.48493439,DORIKO Limited,0.016517422905860977,86.49647771074865
0606585,6,26268.59678,1188586.2456831827,245669.02605600219,1099.2792353480622,1434255.2717391849,Carras (Hellas) S.A.,0.016445664081621333,86.51292337483027
0317161,4,18342.551919999998,1267139.8335531023,166165.4956782215,4015.2111081267917,1433305.329231324,Micoperi SpA,0.016434771714210202,86.52935814654448
4086386,2,17391.739260000002,1253677.4563472641,177781.51530962397,658.4881813134231,1431458.971656888,Ekships AB,0.016413600743433912,86.54577174728792
1708527,6,29797.39252,1269268.9189204075,153837.19125405917,0.0,1423106.1101744666,"MITSUBISHI ORE TRANSPORT CO., LTD.",0.016317823961736158,86.56208957124966
6192813,1,14000.84998,1189431.337165543,232559.27485971665,0.0,1421990.6120252598,Nordic Italia Schifffahrtsgesellschaft mbH & Co KG,0.016305033276418836,86.57839460452608
1623348,1,14206.13026,1206870.7639348395,214734.45897489105,0.0,1421605.2229097306,Balfer Company Limited,0.01630061427231295,86.59469521879839
0544545,9,24445.166469999996,1189606.9987123774,228564.2588381699,1376.6561578761145,1418171.2575505474,Alloceans Shipping Company Limited,0.016261239244814134,86.6109564580432
1509747,5,25608.90716,1215628.6735878764,198571.10774922132,1190.9938278301122,1414199.7813370978,Trans Ka Tanker Isletmeciligi Ticaret Ltd Sti.,0.01621570093304949,86.62717215897625
0325714,5,30579.38597,1176469.5586679587,234140.48838420887,2330.052164251928,1410610.0470521676,Ership,0.01617453980549048,86.64334669878174
5504733,1,16585.80332,1162120.0096042776,248191.5104083396,1187.7744922892227,1410311.520012617,Reederei Hans-Jurgen Hartmann MS „Fitnes“ GmbH & Co. KG,0.0161711167918133,86.65951781557355
1580214,6,26712.6341,1168755.7831454843,240313.50303291157,705.4386592610855,1409069.2861783959,U-Ming Marine Transport (Singapore) Private Limited,0.016156872911556437,86.6756746884851
6318299,1,26476.66671,1151684.3814701794,251362.45580735273,1562.8914467575278,1403046.837277532,POLLUX MARINE LIMITED,0.016087817441777875,86.69176250592687
5467365,1,15650.16486,1154923.0199677858,247075.00617660963,1906.2635593836637,1401998.0261443953,Reederei Hans-Jurgen Hartmann MS „Bulknes“ GmbH & Co. KG,0.016075791412715618,86.70783829733959
5091662,2,24968.69492,1161927.7004278232,236347.73727988504,223.1019342409722,1398275.4377077082,Fleet Management India Pvt Ltd,0.0160331069337737,86.72387140427337
4012481,4,18841.45655,1208354.5064375834,189441.3389371586,880.3417521156183,1397795.845374742,Uni-Tankers A/S,0.016027607763187058,86.73989901203656
5322934,7,25640.70937,1158751.1575207359,238200.71382019107,1609.7027728869652,1396951.871340927,Huayang Maritime Center,0.016017930466734172,86.75591694250329
4132369,1,16075.40935,1194946.8626892632,199255.99106331647,1702.5329422789257,1394202.8537525795,"TMS ""Seasprat"" GmbH & Co. KG",0.015986409285879383,86.77190335178916
0099721,6,50157.44588,1231335.8489105608,161471.95280526078,927.7210344614997,1392807.8017158215,Jadrolinija Rijeka,0.01597041313956919,86.78787376492873
5863825,1,25029.54906,1153115.6621913393,236555.66333774,0.0,1389671.3255290794,STI Spiga Shipping Company Limited,0.015934449225206426,86.80380821415395
5108185,3,17468.904739999998,1190348.4936165395,199108.53928825437,229.3677775020387,1389457.032904794,Asia Pacific Shipmanagement Pte Ltd,0.015931992072296754,86.81974020622624
5140300,1,16155.92319,1178021.7250013233,209416.67284348974,720.2900337525219,1387438.397844813,"MS ""JPO GEMINI"" Schiffahrtsgesellschaft mbH & Co. KG",0.015908845708637535,86.83564905193488
5256959,3,18306.4334,1203291.1862982921,183320.96317050894,32.34552306743521,1386612.149468801,Chemfleet,0.01589937166067158,86.85154842359555
0542257,3,25404.663950000002,1150378.2238778884,228514.52311670716,1487.1398301277861,1378892.7469945955,E. NOMIKOS CORP,0.015810858337762416,86.8673592819333
5604684,4,21913.23713,1189294.241437969,188928.75583790796,1250.1847006104376,1378222.997275877,Leon Shipping & Trading SA,0.015803178757209473,86.88316246069051
6209781,1,14214.13498,1176159.6031838383,200850.34955543632,0.0,1377009.9527392746,"MS ""Elbwave"" GmbH & Co. KG",0.015789269571475178,86.89895173026198
5286122,5,21045.96066,1201859.9786377645,172368.41452617626,3102.625076585202,1374228.3931639406,CNAN MED Spa,0.01575737525300878,86.91470910551499
1190169,5,24485.38834,1156818.4463894751,216095.06438691064,1968.7123401727913,1372913.5107763857,Samios Shipping CO. S.A.,0.015742298359460852,86.93045140387444
6403530,7,24633.02059,1144014.3599213893,228128.22419230186,155.71396467528456,1372142.584113691,Synergy Marine Shanghai Ltd,0.0157334586492809,86.94618486252372
5460151,6,30172.56474,1145897.8375315554,226205.8723179207,1098.9885395292927,1372103.709849476,Chartworld Maritime Management Corporation,0.01573301290360139,86.96191787542732
5879304,1,15836.0499,1180917.455970632,189625.72015497333,0.0,1370543.1761256051,CS LUCY LTD,0.015715119287369666,86.97763299471468
0022398,8,27783.52951,1160890.6667712538,208407.33641353913,1477.859917834741,1369298.003184793,Dalex Shipping Co. S.A,0.015700841706306087,86.99333383642099
1296732,3,25748.101,1135275.8232294596,228267.55210284633,223.36869975694464,1363543.375332306,Liberty Maritime Corporation,0.01563485716475235,87.00896869358574
5898578,1,20759.95396,1168648.1087645625,191935.87724705547,3564.4611119491665,1360583.986011618,Kmarin No. 17B S.A.,0.015600923789283032,87.02456961737502
5015651,3,21024.02788,1153454.5055095889,206842.6127162925,1265.7163325547683,1360297.1182258814,EUROPEAN PRODUCT CARRIERS LTD,0.015597634464618851,87.04016725183963
6271525,4,25012.802770000002,1133397.9508989537,225940.02067061598,2251.6631993292694,1359337.9715695698,"YANGPU XUHUI SHIPPING CO., LTD",0.015586636559276949,87.05575388839891
6032118,4,23450.56104,1139275.4867576482,219330.39286589657,1779.4484414063597,1358605.8796235449,GLOBAL PACIFIC SHIPPING JOINT STOCK COMPANY,0.01557824214131076,87.07133213054023
1425464,6,25216.71078,1121179.8378859397,236130.36795630958,280.20619398227944,1357310.2058422493,V.Ships Greece Ltd.,0.015563385500246643,87.08689551604047
0779527,2,23419.00856,1123827.6240074234,232960.67821120424,0.0,1356788.3022186277,SAL Heavy Lift GmbH & Co. KG,0.015557401173853576,87.10245291721432
6002706,1,17019.80206,1117636.0828967786,238306.179357106,468.37028256026565,1355942.2622538847,"MS ""RITA"" Schiffahrtsgesellschaft mbH & Co. KG",0.015547700188726348,87.11800061740306
6078687,1,15290.02961,1143905.1478690235,209481.03843754786,615.575405920623,1353386.1863065714,m.s. Essence Bewaarder B.V.,0.015518391343066222,87.13351900874612
6438398,1,14911.53655,1145003.51592627,207121.26557159008,380.3823282207939,1352124.78149786,ED JL 0294 GmbH & Co. KG,0.015503927641824355,87.14902293638795
0003376,18,62615.96738,1159758.9210491707,191593.40965318726,1580.8687586990886,1351352.330702358,Carisbrooke Shipping Ltd,0.015495070455413595,87.16451800684337
5840540,6,57279.71509,1140968.175022417,210198.82270926982,2076.7057090519424,1351166.9977316868,AMANN SHIP MANAGEMENT LIMITED,0.015492945363849379,87.18001095220721
6040869,1,15318.57016,1173762.0225420645,171872.33555447156,0.0,1345634.358096536,AS SARA OpCo B.V.,0.015429506215521187,87.19544045842274
6196161,1,18591.25414,1116401.2826044427,229174.0134035268,711.6779214151629,1345575.2960079694,"MS ""Lodur“ Schiffahrtsgesellschaft mbH & Co. KG",0.015428828989306533,87.21086928741204
5841622,5,24515.01462,1115128.0294819637,227180.60096217628,1080.1318230834222,1342308.63044414,OLIVE SHIPMANAGEMENT INC,0.01539137227878345,87.22626065969082
6165341,6,31453.25469,1136444.5520736207,200012.79620798834,1629.9652286729865,1336457.3482816091,Norden Asset Management A/S,0.015324279465678377,87.2415849391565
1405603,6,21203.46048,1137312.9456499205,197955.84970596217,387.10641575651164,1335268.7953558827,V.Ships Limited (Cyprus),0.01531065110917527,87.25689559026567
5896625,1,23713.13078,1120020.962882152,213552.7893022505,1158.106844247769,1333573.7521844027,Front Hera INC,0.015291215161369266,87.27218680542704
5739145,2,17476.21078,1135055.4188417802,198249.29312069213,0.0,1333304.7119624722,Diamond Ship Management Pte Ltd,0.015288130253681287,87.28747493568072
5848341,6,21007.18166,1127410.844481071,204390.8889668825,416.8791230702772,1331801.7334479536,DONNELLY TANKER MANAGEMENT LTD,0.01527089658526904,87.30274583226598
5174893,3,22810.090729999996,1119434.0251966442,210061.46068156871,2083.207742843302,1329495.4858782128,Blue Line Ship Management SA,0.015244452357683933,87.31799028462366
5360142,1,20742.98942,1122478.2688916114,204651.17536198473,83.67829994314049,1327129.444253596,FRANCIS MARITIMA S.A.,0.0152173225109068,87.33320760713457
5501190,7,21569.059119999998,1161229.022452261,165810.091487502,0.0,1327039.113939763,HICRI ERCILI DENIZCILIK ANONIM SIRKETI,0.015216286752470377,87.34842389388704
5269521,7,24675.87811,1115069.7101066755,210032.8056401888,549.7546110277165,1325102.5157468643,Globus Shipmanagement Corp,0.015194081051735621,87.36361797493878
1692605,4,24224.467060000003,1099406.2709172883,222658.8883018448,657.9060496021243,1322065.159219133,Ulusoy Denizyollari,0.015159253677463106,87.37877722861624
6037034,8,29448.82279,1109612.09193026,209874.70097788467,820.7137543769545,1319486.7929081446,PIONEER MARINE HELLAS S.A.,0.015129689242829049,87.39390691785907
5808479,8,27226.69951,1115602.936333973,202822.90954917372,1299.5838295119154,1318425.8458831466,Nova Ship Tech SA,0.015117524059458062,87.40902444191853
1798626,7,22976.51671,1122583.9052207137,191584.32259209224,1393.223839233569,1314168.227812806,BAYRAKTAR GEMI ISLETMECILIGI VE KIRALAMA A.S,0.015068704746778974,87.42409314666531
0110046,1,13342.49151,1082858.516031049,230057.10494851353,194.09490942954994,1312915.6209795624,"Jorg Kopping Dritte Bereedereungsgesellschaft mbH & Co. MS. ""Marburg"" KG",0.015054341926148804,87.43914748859146
6476074,1,22650.30534,1310875.9566558087,0.0,0.0,1310875.9566558087,PINK DIAMOND SEA INC.,0.015030954433720734,87.45417844302519
0198232,3,16664.983790000002,1093957.8303456279,216906.72630194356,0.0,1310864.5566475715,"DAIWA KISEN CO., LTD.",0.015030823717306654,87.4692092667425
5997628,4,39967.89207,1122138.4154676455,188170.14854000034,5226.575957741017,1310308.564007646,SAL Ship Management UG (haftungsbeschrankt) & Co. KG,0.01502444851453192,87.48423371525703
6457548,1,14624.78604,1152436.2696740339,155659.52139227538,2730.7589625731216,1308095.7910663092,Coral Shasta Shipping B.V.,0.014999076099175205,87.4992327913562
1738305,3,13600.1726,1155390.1815432466,151508.69482022134,2812.3812893839577,1306898.876363468,MED OFFSHORE SpA,0.014985351863660689,87.51421814321986
5768968,17,14629.2986,1154346.2266660957,151372.16795892204,0.0,1305718.3946250177,Glomar Shipmanagement,0.014971816054165983,87.52918995927404
4092606,1,24126.70474,1074032.225024503,230332.4298078635,1210.7218464910732,1304364.6548323664,Samco Delta Ltd,0.014956293608250988,87.54414625288229
6444326,1,14616.4028,1077145.6775271154,226690.62238428008,535.8557304566814,1303836.2999113956,m.s. Energy Custodian B.V.,0.014950235309064386,87.55909648819134
6050128,5,24336.30185,1076375.7068168079,226874.7751073051,1026.9737716541545,1303250.481924113,CENTURY BULK CARRIERS MGMT CO,0.014943518118602091,87.57404000630994
6373411,1,15106.4707,1075805.1652964184,227205.2741849826,131.01657741406362,1303010.439481401,"MS ""F&L Bora"" UG (haftungsbeschrankt) & Co. KG",0.014940765709420854,87.58898077201937
1584923,1,23997.93238,1079467.5775485043,222290.37998685904,0.0,1301757.9575353633,Orange Star shipping LTD.,0.014926404320790326,87.60390717634016
6463025,1,25115.0197,1071538.5917395703,227769.5167041027,0.0,1299308.108443673,ZIM ANTWERP LP,0.014898313508780446,87.61880548984894
6153609,7,14109.42807,1145932.2388947844,150269.54625925634,0.0,1296201.7851540407,GEO@SEA Luxembourg S.A.,0.01486269533790333,87.63366818518683
6414083,1,13240.38832,1086336.5631761118,209410.68075480423,708.763389411878,1295747.243930916,Nordic Elbe GmbH & Co. KG,0.014857483411955384,87.6485256685988
5223164,1,19242.14168,1136329.3983228696,159216.22083893625,0.0,1295545.6191618058,MS AMADEA SHIPPING LTD,0.014855171513028703,87.66338084011183
4116704,1,20940.37926,1108594.9486060182,186398.42468049758,0.0,1294993.3732865157,KUJYUKURI MARITIMA S.A.,0.014848839271945519,87.67822967938378
1626603,4,19442.86602,1107525.146406394,186232.94355142047,1397.2559404028316,1293758.0899578144,Roxana Shipping SA,0.014834675088574719,87.69306435447236
6408836,5,24561.671019999998,1074675.4236444656,216821.71045615032,1474.9109460773857,1291497.134100616,Sino Cosmos Ship Management Limited,0.01480875019133814,87.70787310466369
5899426,2,13015.43276,1105718.6959410533,181408.3886126266,4782.733854815046,1287127.08455368,VIKEN CRUDE AS,0.014758641700691421,87.72263174636439
0297888,4,24396.64085,1062851.2374186197,223731.31382338458,1490.9662883065312,1286582.5512420041,"TOYO SANGYO CO., LTD.",0.014752397894514426,87.7373841442589
5001095,1,17391.34966,1071365.3573348986,214561.94523077641,3263.769952214652,1285927.302565675,WESTERN BRIDGE (SHIPPING) LIMITED,0.01474488458789937,87.7521290288468
0247648,4,23429.079130000002,1063788.1440274753,215159.97718126694,780.9998023044739,1278948.1212087423,"MASUMOTO SHIPPING CO.,LTD.",0.014664858894828952,87.76679388774163
5706393,1,13991.94404,1052588.872573629,226170.73181862448,376.1084551526477,1278759.6043922536,m.s. Endurance Bewaarder B.V.,0.014662697296193898,87.78145658503782
5625036,8,23208.90139,1078378.4227767868,199653.68236794774,254.82381041521205,1278032.1051447345,Aruna Denizcilik Ltd. Sti.,0.014654355539687873,87.7961109405775
0072749,1,16500.62274,1276232.7924687709,0.0,0.0,1276232.7924687709,MPCC Vestland AS,0.014633724001892778,87.8107446645794
5722977,6,20131.79822,1098835.0727007522,177183.09416161466,1512.7400760840642,1276018.1668623667,GN GROUP CORPORATION PANAMA ISTANBUL MERKEZ SUBESI,0.014631263030895644,87.8253759276103
0067761,3,23597.44252,1052351.6480992567,222547.56441321527,4549.239892192968,1274899.212512472,MARMARAS NAVIGATION LTD,0.014618432715592898,87.83999436032589
6166202,6,21697.55844,1057207.4938836722,217214.04929340017,2260.0773859724977,1274421.5431770724,APEX SHIPPING AND ENERGY LIMITED,0.014612955594757535,87.85460731592065
5796603,5,23964.94648,1052668.6930133207,220728.06045009033,1473.2815318487167,1273396.753463411,Asiatic Lloyd Shipmanagement LLP,0.014601205003550197,87.86920852092419
1355058,5,20884.31484,1076622.7010268727,196441.40352479732,2314.6379396368006,1273064.1045516701,Q Shipping B.V.,0.01459739073675446,87.88380591166094
0084171,3,21912.36708,1069147.9790432008,202871.24349567317,1160.7495805533836,1272019.222538874,PLEIADES SHIPPING AGENTS,0.014585409760336966,87.89839132142129
6209883,1,15419.03756,1097009.1983017705,174868.4903069802,0.0,1271877.6886087507,SP Cruises Vessel (AJ) Limited,0.014583786883630968,87.91297510830492
5885581,1,23950.95416,1074386.200389027,196850.53933521645,1446.6111240981834,1271236.7397242433,Front Aphrodite INC,0.014576437543345597,87.92755154584826
5482305,6,23159.90693,1051330.1015976153,217088.58288795964,731.3084985093531,1268418.684485575,Eagle Ship Management LLC,0.014544124753055209,87.94209567060132
6205245,1,12392.33762,1045091.5357756848,222959.93926486743,680.2990493472614,1268051.4750405522,GREEN FEEDER A/S,0.01453991420330201,87.95663558480462
6302072,3,24642.50385,1058445.8376166662,208675.63769122056,260.7289898996262,1267121.4753078867,"Shanghai Oriental Ark Ship Management Co.,Ltd.",0.01452925050660814,87.97116483531123
5670964,1,23088.92725,1051590.1915012193,213118.84410349175,0.0,1264709.0356047112,DSS 1 LLC,0.014501588643509332,87.98566642395474
5395417,1,19368.40016,1033564.807418153,228025.82848674877,2314.7736618380945,1261590.635904902,"Kommanditgesellschaft MS ""CPO PALERMO"" Offen Reederei GmbH & Co.",0.01446583200036093,88.0001322559551
4210554,1,19341.32866,1082205.8662537315,178643.77291848167,730.8863812486145,1260849.6391722132,Front Antares Inc.,0.014457335477049147,88.01458959143214
5624320,4,23552.48547,1060131.2181191375,198066.20489315648,969.4156942084792,1258197.4230122939,Finner Ship Management Ltd,0.014426924254655669,88.02901651568679
4230631,2,16581.4424,1080230.4673242907,177186.57642886532,296.9022919047232,1257417.043753156,CHUNG YANG SHIPPING CO. LTD,0.01441797615775484,88.04343449184455
1692287,1,15997.99313,1090923.239999067,166420.16639874928,472.2134926200462,1257343.4063978163,GESTIONI ARMATORIALI SRL,0.014417131806519995,88.05785162365108
5917335,1,21827.36098,1042181.5885666303,214849.51175652153,1073.9473175334933,1257031.1003231518,STI JERMYN SHIPPING COMPANY LIMITED,0.014413550797688595,88.07226517444876
5687455,1,19265.6762,1051461.6523630272,204710.84256169264,0.0,1256172.49492472,DSS 6 LLC,0.014403705732978353,88.08666888018173
5726277,4,14071.58284,1109737.2133600442,145525.45198179322,1485.1067105549005,1255262.6653418373,GOLDEN ENERGY OFFSHORE MGMT AS,0.014393273314156936,88.10106215349589
1971011,2,16734.56154,1250667.8892672095,0.0,0.0,1250667.8892672095,V.Ships France SAS,0.014340588031876626,88.11540274152776
6209764,1,13130.6065,1075761.0681076718,173384.73105483956,0.0,1249145.7991625112,"MS ""Elbwater"" GmbH & Co. KG",0.014323135223400299,88.12972587675117
5834064,3,22027.0112,1037664.5325793037,210088.19834336487,680.1578575778648,1247752.7309226687,Qinhuangdao Hezhong Ship Management Co. Ltd,0.014307161823987623,88.14403303857516
5930432,1,14952.78668,1071357.6010143012,174966.11267090036,342.0040397673406,1246323.7136852015,Woodlands Park Shipping Co. Pte. Ltd.,0.014290776221007941,88.15832381479616
5889760,6,22932.25044,1033619.2307927556,210189.05681961996,1140.9637223443374,1243808.2876123756,RUBICON MARITIME (UK) LIMITED,0.014261933480785218,88.17258574827694
4109177,2,24174.6875,1042053.7902292665,199999.7009533463,2619.305604690615,1242053.4911826127,"Jiangsu Fanzhou Shipping Co., Ltd.",0.014241812381574955,88.18682756065851
5207133,1,27664.79339,1154692.1024949595,87326.51042781037,705.9392280258832,1242018.61292277,"MS ""JPO PISCES"" Schiffahrtsgesellschaft mbH & Co. KG",0.014241412455455505,88.20106897311398
0539227,1,16875.3827,1054875.821577964,184715.75581055554,214.41719939533823,1239591.5773885194,Fairfield-Maxwell Services Ltd,0.014213583231539149,88.21528255634551
4202744,1,21897.51336,1025133.3921374507,213619.86089508556,0.0,1238753.2530325362,STI GRATITUDE SHIPPING COMPANY LIMITED,0.014203970716234797,88.22948652706175
